Name;Rating;Positive;Negative;Comment
Браслет Xiaomi Mi Band 3 черный;5;Легкий, удобный, стильный, все четко работает, заряда хватает на неделю, как минимум;Нет;
Браслет Xiaomi Mi Band 3 черный;5;;;Полезная и удобная вещь, рекомендую
Браслет Xiaomi Mi Band 3 черный;5;Заряд сто лет держится. Удобный.;Через неделю уже осознаешь, что мог бы и обойтись без этого, тем более, учитывая, что весь город, и почти все носят этот браслет. А так стоит своих денег.;
Браслет Xiaomi Mi Band 3 черный;5;;;Брала в подарок сыну, он оценил и остался доволен. Спасибо Каспи, что даёте возможность делать онлайн-покупки!
Браслет Xiaomi Mi Band 3 черный;5;Очень хорошие! Легкие в управлении. Смс-уведомления приходят, можно сразу читать их. На руке сидят хорошо, незаметно. Рекомендую!;Можно было еще добавить принятие звонков. Уведомляют о звонке, но можно только сброс сделать. Имена не показывает, только номер у меня, у мужа только один контакт пишет имя, а остальные только номера.;В общем, очень удобная штучка для тех, кто постоянно в движении.
Браслет Xiaomi Mi Band 3 черный;5;Спасибо, очень рад. Теперь нет пропущенных звонков, для работы очень удобно.;;
Браслет Xiaomi Mi Band 3 черный;1;;;Не включился. Возврат
Браслет Xiaomi Mi Band 3 черный;5;Качество и цена соответствуют. Удобство товара соответствует заявленным характеристикам. Спокойно можно плавать и нырять с часами, находясь в воде, абсолютно не беспокоясь.;;
Браслет Xiaomi Mi Band 3 черный;5;Очень хороший товар, цена хорошая, и качество тоже;;Заказывал с Китая - всё фигня, не оригинал были, через месяц ломались
Браслет Xiaomi Mi Band 3 черный;5;;;Отличные современные часы!
Браслет Xiaomi Mi Band 3 черный;5;Все отлично;;
Браслет Xiaomi Mi Band 3 черный;5;Удобная вещь для тренировок.;;
Браслет Xiaomi Mi Band 3 черный;5;Все отлично, брали в подарок, имениннику понравился.;;
Браслет Xiaomi Mi Band 3 черный;5;Понравился функционал. Легкий по весу и очень удобный. Заряд держится;;
Браслет Xiaomi Mi Band 3 черный;5;Отлично, всем советую!;;
Браслет Xiaomi Mi Band 3 черный;5;Нормальный браслет.;;
Браслет Xiaomi Mi Band 3 черный;5;Фитнес-браслет отлично работает, все было, как в описании, еще заряда хватает надолго. Можно не снимать и плавать. Это качество меня удивило, так как я не верила, что браслет водонепроницаемый.  Так что я довольна покупкой;Жалоб нет;
Браслет Xiaomi Mi Band 3 черный;5;;;Прикольный гаджет
Браслет Xiaomi Mi Band 3 черный;5;Всё отлично! Батарейку держит больше недели.;;
Браслет Xiaomi Mi Band 3 черный;5;Все!;;Берите, не пожалеете!
Браслет Xiaomi Mi Band 3 черный;5;Удобен в использовании, миниатюрный. Очень много функций. Зарядку держит, как и я держу удар ) Берите, не пожалеете.;Хотелось бы больше разновидностей цветов ремешка.;Браслет дает осознание, что ты слишком много спишь, больше чем остальные ) Заставляет задуматься.
Браслет Xiaomi Mi Band 3 черный;5;Отличные часики, привезли быстро.;;
Браслет Xiaomi Mi Band 3 черный;5;Шикарная вещь, стоит своих денег.;;
Браслет Xiaomi Mi Band 3 черный;5;Качество хорошее. Пульс, шаги, все определяет довольно точно, все устраивает.;Пока не заметил.;Были проблемы с установкой программы на телефон, выходила ошибка авторизации при регистрации. Решил я ее при помощи VPN. Просто ставьте регион США и будет вам регистрация.
Браслет Xiaomi Mi Band 3 черный;5;Батарея заряд держит, хорошая вещь для своей цены.;;
Браслет Xiaomi Mi Band 3 черный;5;Что качество, что доставка, все отлично.;;
Браслет Xiaomi Mi Band 3 черный;5;Очень хорошо, Kaspi.kz.;;
Браслет Xiaomi Mi Band 3 черный;5;Браслет брался в подарок. О функционале и характеристиках было известно ещё до покупки, но то, что он приведет в такой восторг пользователя - не ожидалось. Помимо того, что можно узнать сколько вы находили, можно узнать сколько вы пробежали на беговой дорожке и например, сколько калорий сожгли или наоборот употребили.;;
Браслет Xiaomi Mi Band 3 черный;4;Не могла зайти в приложение, по форумам пишут что возможно только через vpn. Скачала и все заработало! Браслетом довольна, особенно тем, что качество сна анализирует. Муж если ночью поздно приходит, знаю во сколько он пришёл);Блокируют авторизацию!;
Браслет Xiaomi Mi Band 3 черный;5;Браслет супер, удобный и красивый. Стоит своих денег.;;
Браслет Xiaomi Mi Band 3 черный;5;Отличный браслет, в наше время при активном ритме жизни незаменимая вещь! Работает  замечательно.;Единственный минус - нельзя уйти от телефона на приличное расстояние.;
Браслет Xiaomi Mi Band 3 черный;5;Вроде все нормально.;Отключается от bluetooth временами, каждый раз надо включать.;
Браслет Xiaomi Mi Band 3 черный;5;Все супер!;;
Браслет Xiaomi Mi Band 3 черный;5;;;Фитнес-браслет брала в подарок сыну. Он очень доволен!
Браслет Xiaomi Mi Band 3 черный;5;;;Все классно!
Браслет Xiaomi Mi Band 3 черный;5;Все соответствует характеристикам. Браслет не чувствуется на руке, заряд держит долго (обновляю пару раз в день). В среднем на 3 недели хватает. К приложению можно подключить несколько браслетов, смарт часов;;Интересная вещица. Брал для контроля над физической активностью. Все устраивает, рекомендую
Браслет Xiaomi Mi Band 3 черный;3;За такую сумму товар отличный, удобный, упрощает жизнь;Датчик пульса не всегда срабатывает, 2 раза из 10. Наверное, попался такой;Очень удобный в использовании, о покупке не жалею
Браслет Xiaomi Mi Band 3 черный;5;;;Товар хороший! Все нравится и правильно работает!
Браслет Xiaomi Mi Band 3 черный;4;Время пользования всего неделя, качество пока соответствует ожиданиям, смс сообщения можно прочитать. Входящий вызов видишь - это большой плюс, по сравнению с Ми бэнд 2 (там нет этих функций);Шагомер ведет счет даже просто во время бездействия, это минус;Спасибо Каспи
Браслет Xiaomi Mi Band 3 черный;4;;;Хорошие часы. Быстро получил
Браслет Xiaomi Mi Band 3 черный;5;;;Лучший фитнес-браслет
Браслет Xiaomi Mi Band 3 черный;5;;;Качество товара отличное, характеристики совпадают, браслетом доволен!
Браслет Xiaomi Mi Band 3 черный;5;;;Супер пупер
Браслет Xiaomi Mi Band 3 черный;5;Все работает, все показывает, цена нормальная, можно дешевле заказать с Китая, но здесь зато гарантия год. Самый лучший браслет с такими характеристиками и за суперскую цену;Все отлично;Мотивирует заниматься и двигаться
Браслет Xiaomi Mi Band 3 черный;5;;;Удобные часы, соответствует описанию. Доставку произвели быстро. Спасибо Kaspi.kz
Браслет Xiaomi Mi Band 3 черный;5;Качество товара хорошее. ;;Доставка была вовремя. Спасибо магазину Матрикс.
Браслет Xiaomi Mi Band 3 черный;5;Все очень понравилось! Очень удобная и стильная!;Минусов нет;
Браслет Xiaomi Mi Band 3 черный;5;;;Покупал сыну, все понравилось, ребёнок доволен. Быстро доставили. Заказал через приложение Каспи, очень удобно!
Браслет Xiaomi Mi Band 3 черный;5;Стильный, аккуратный, удобный;Потеет кисть руки, датчик сердцебиения неточен и слишком капризен, как фитнес-браслет слабоват, но в целом неплох;Заряд держит хорошо, так же, как и заявлено, около 20 дней
Браслет Xiaomi Mi Band 3 черный;5;Вполне годный фитнес браслет.;;
Браслет Xiaomi Mi Band 3 черный;1;;Взял в подарок, а он не работает!;
Браслет Xiaomi Mi Band 3 черный;5;Дизайн понравился, удобный.;Через раз показывает время, когда поднимаешь руку, не всегда изменяет пульс с первого раза.;Браслет указан как водостойкий, пока с водой не контактировал, надеюсь не сломается )
Браслет Xiaomi Mi Band 3 черный;5;Отличный браслет, стильный, удобный, водонепроницаемый (плавала в них в бассейне, на горячих источниках). Всё работает. Стекло не царапается!;;Уже 3-ий месяц практически не снимаю, пользуюсь почти всеми функциями, заряда хватает на неделю.
Браслет Xiaomi Mi Band 3 черный;5;Хорошая вещь!;;Доставили оперативно.
Браслет Xiaomi Mi Band 3 черный;5;Все отлично, цена - качество.;;
Браслет Xiaomi Mi Band 3 черный;5;;Царапаются. В дневное время плохо видно, так как на экране подсветка слабовата.;
Браслет Xiaomi Mi Band 3 черный;5;Очень удобные, нравятся все функции.;;
Браслет Xiaomi Mi Band 3 черный;5;Часы стильные и полезные. Очень удобна функция уведомлений.;;
Браслет Xiaomi Mi Band 3 черный;5;Мне понравились, очень классные часы. Ношу с удовольствием и радостью. Всем советую.;;
Браслет Xiaomi Mi Band 3 черный;5;Качество отличное! Удобный, заряд хорошо держит.;;
Браслет Xiaomi Mi Band 3 черный;5;Отличный трекер! Очень понравилось. Простота, удобство, высшее качество и доступная цена. Все, что нужно! Рекомендую. И большое спасибо Каспи, обслуживание на высшем уровне!;;
Браслет Xiaomi Mi Band 3 черный;5;Все классно) Удобный;;
Браслет Xiaomi Mi Band 3 черный;5;;;Все хорошо работает, покупкой довольны
Браслет Xiaomi Mi Band 3 черный;5;Хороший и удобный браслет, мне понравился.;;
Браслет Xiaomi Mi Band 3 черный;5;Все хорошо;;
Браслет Xiaomi Mi Band 3 черный;5;;Не всегда дружит с bluetooth;
Браслет Xiaomi Mi Band 3 черный;5;Ыңғайлы, сапалы, керемет!;;
Браслет Xiaomi Mi Band 3 черный;5;;;Просто практически бесполезная игрушка) Не советую :)
Браслет Xiaomi Mi Band 3 черный;5;Часы отличные, красиво смотрятся на руке, многофункциональные. Заметила, что шагомер не меряет взмахи руки, это очень порадовало, но движение на машине считает как шаги);Звонки отображаются только с телефона, когда звонят по ватсапу, часы не реагируют. Яркость тоже можно было бы сделать побольше, при солнечном свете трудно что-либо разглядеть.;В целом товар неплохой, есть гарантия. Мне нравится, ношу с удовольствием) За 4 дня с момента покупки разрядился всего лишь на 15% при постоянном использовании, с телефоном сопряжён круглосуточно.
Браслет Xiaomi Mi Band 3 черный;5;;Ужасная служба доставки. Я ждала 7 дней после обещанной даты. Exline - это недобросовестные работники, не уважающие клиентов.;Часы клевые.
Браслет Xiaomi Mi Band 3 черный;5;Очень хороший, удобный;;
Браслет Xiaomi Mi Band 3 черный;5;;;Классный фитнес-браслет. Я кайфую от покупки. Всем советую
Браслет Xiaomi Mi Band 3 черный;5;Отличный браслет. Пользуюсь неделю, пока минусов нет. Простой и понятный в настройках и при использовании. Удобный при ношении. Рекомендую. Хорошее соотношение цены и качества.;;Было доставлено своевременно.
Браслет Xiaomi Mi Band 3 черный;5;;;Все, как в описании. Всем доволен, спасибо.
Браслет Xiaomi Mi Band 3 черный;5;Очень удобные, долго держат заряд, хорошая вибрация;Плохо видно на солнце;
Браслет Xiaomi Mi Band 3 черный;5;Отличный браслет. Претензий нет. Водостойкий. Управляющая программа отличная. Обожаю Xiaomi!;;
Браслет Xiaomi Mi Band 3 черный;5;;;Спасибо большое, доставили даже раньше обещанного срока! Спасибо большое магазину и, конечно же, Каспи за такие возможности!
Браслет Xiaomi Mi Band 3 черный;5;Пока нареканий нет, все нравится. Очень удобные функции. Ничего лишнего, хотя если был бы показатель давления, вообще было бы супер.;;
Браслет Xiaomi Mi Band 3 черный;5;;;Отличный товар, всем советую!
Браслет Xiaomi Mi Band 3 черный;5;;;Браслет что надо, доволен
Браслет Xiaomi Mi Band 3 черный;5;Мне очень понравились, долго выбирала, но все же остановила свой выбор именно на этой модели. Шаги считает, время показывает, измеряет пульс, показывает погоду, и уведомления приходят о сообщениях. Ещё можно тренировки считать, но этой функцией не пользовалась сама. Советую к покупке, вещь стоящая, зарядка удобная, хожу 5 день, ещё не разрядился.;;
Браслет Xiaomi Mi Band 3 черный;5;;;Пока вроде без жалоб
Браслет Xiaomi Mi Band 3 черный;4;;Шагомер врет, пульсометр врет, неправильно все считает;
Браслет Xiaomi Mi Band 3 черный;5;Дизайн;;Понравилось все, отличная покупка
Браслет Xiaomi Mi Band 3 черный;5;;;Товар оригинальный, прошитый. Доставка должна была осуществиться на следующий день после заказа, но позвонили через час после заказа, и получил товар за 30 минут
Браслет Xiaomi Mi Band 3 черный;5;;;Купил жене) Очень довольна!)
Браслет Xiaomi Mi Band 3 черный;5;Хорошая, удобная вещь. Советую!;;
Браслет Xiaomi Mi Band 3 черный;5;Товар соответствует описанию. Очень хорош в работе. Удобный. Легкий, почти не ощущается.;Слишком что-то он долго синхронизируется с приложением.;
Браслет Xiaomi Mi Band 3 черный;5;Превзошло мои ожидания, очень удобно!;;
Браслет Xiaomi Mi Band 3 черный;5;Все хорошо!;;
Браслет Xiaomi Mi Band 3 черный;5;Жақсы. Жүрек соғысын, күніне неше қадам жүргеніңді көрсетеді, 3 күндік ауа райын көрсетіп тұрады және де бір қуаттап 10 күнге жетеді.;;
Браслет Xiaomi Mi Band 3 черный;5;Отличный трекер, хожу несколько дней, и уже проверил все функции. Аккумулятор хорошо держит заряд. Трекер коннектится без проблем.;;
Браслет Xiaomi Mi Band 3 черный;5;;;Отличный браслет. Есть всё необходимое.
Браслет Xiaomi Mi Band 3 черный;4;;;Товаром я довольна, единственное, что не порадовало это то, что часы привезли разряженные. Может для кого-то мелочь, но мне было бы куда приятнее сразу начать пользоваться товаром, а не ждать 4 часа для полной зарядки.
Браслет Xiaomi Mi Band 3 черный;5;Уведомления, хорошо держит заряд;;
Браслет Xiaomi Mi Band 3 черный;5;;;Покупала мужу на 7 мая, ему очень понравился подарок.
Браслет Xiaomi Mi Band 3 черный;5;Өте ыңғайлы, сағат ретінде қолданып жүрмін.;;
Браслет Xiaomi Mi Band 3 черный;5;;;Шикарные часики
Браслет Xiaomi Mi Band 3 черный;5;;;Жақсы, ініме ұнады
Браслет Xiaomi Mi Band 3 черный;5;Товар оправдал все ожидания. Конечно, вначале когда распаковывал коробку с браслетом, было ощущение, что меня надули. Но после дня пользования это чувство ушло полностью. Браслет весьма удобен. Шагометр считает шаги практически точно (проверял), есть небольшая погрешность. Время, звонки, погода, пульс - с этим тоже все хорошо. Заряжается браслет довольно-таки быстро, а заряд держит долго. Также ходил с ним в душ и мочил его. Пока работает.);Не хватает того, что нельзя ответить на звонок через браслет, или на СМС. Но это уже кому как.;Также не понравился момент с доставкой. Заказывал товар через магазин Xiaomi, а они сотрудничают с курьерской службой Gallop. Так вот, заказал я товар ночью 03.05.19, пришло СМС, что товар будет у меня 05.05.19, и так же пришло СМС, что мой браслет передали службе доставки 04.05.19 в 10 утра. Так проблема заключается в том, что это курьерская конторка не работала 05.05.19, потому что это было воскресенье. Весь день я просидел дома, ожидая браслет и попутно пытаясь дозвониться до конторки доставки, но все было тщетно. Только после того, как я позвонил напрямую поставщику, они мне объяснили, что у конторки-то выходной. Как следствие, просидел дома целый день, и меня даже не предупредили, что товара не будет. Хотя контакты есть у них, безалаберность. Утром понедельника я всё-таки дозвонился до конторки и спросил, когда придет мой товар, и заодно поменял адрес. Ибо работать нужно. Также спросил, почему меня не уведомили. На что получил неразборчивое мычание в трубку. Далее я спросил, когда ожидать заказ, а именно в какое время. На что мне сказали, что не знают, в течения дня нужно ждать. Как следствие, товар прибыл только в ближе к 4 вечера. Так ещё они звонили и пытались завести товар по старому адресу. Хотя я сделал переадресацию. Конторка Gallop очень плохая, с курьером не связаться, точное время не узнать. Уж лучше я самовывоз организовал бы. Крайне не советую ждать доставку от Gallop. Благо хоть товар не повредили.
Браслет Xiaomi Mi Band 3 черный;5;;;Советую, классно
Браслет Xiaomi Mi Band 3 черный;4;Удобное использование. Батарея держит заряд долго. Функционал хороший.;Долгое подключение к телефону, надо скачать приложение, потом надо подключить браслет. Потом настроить. Время занимает от часу до двух. Ну, если не настраивать сильно, тогда функционал неполный.;Кто говорит, что прошивка нужна - нет. Когда подключаешь к телефону, браслет сам обновляется.
Браслет Xiaomi Mi Band 3 черный;5;Часы удобные, дизайн хороший;;Люблю Каспи! 
Браслет Xiaomi Mi Band 3 черный;5;Удобно на руке;Нет;Удобная штука, мне очень понравилось
Браслет Xiaomi Mi Band 3 черный;5;;;Брал жене, у самого второй. Ей понравился. Доставили быстро, четко.
Браслет Xiaomi Mi Band 3 черный;5;Отличный фитнес-трекер за свои деньги. Занимаюсь бегом, и такой браслет был необходим. Теперь всегда слежу за своим пульсом. Также есть много других функций, которые есть в описании.;Шагомер хромает. Но это погрешность у большинства моделей. Так что некритично.;Однозначно рекомендую к покупке.
Браслет Xiaomi Mi Band 3 черный;5;Все отлично;;
Браслет Xiaomi Mi Band 3 черный;4;Удобен в использовании, понравилось, что можно читать сообщения и уведомления о звонках. ;Приобрела как фитнес-трекер, много читала о нем, что хорошо считает шаги. Но, оказывается, он считает шаги при каждом движение руки, точность шагов значит показывает неправильно!;
Браслет Xiaomi Mi Band 3 черный;5;;;Xiaomi Mi Band 3 Blak получила недавно. Доставили быстро, молодцы. Упаковано хорошо. Нравится. Пока так. Ещё позже напишу. Спасибо
Браслет Xiaomi Mi Band 3 черный;5;Брал жене, ходит довольная. Девайс понравился. Легкий и удобный в использовании.;;
Браслет Xiaomi Mi Band 3 черный;5;;;Все отлично работает) Доставили быстро) Спасибо Каспи Магазину)
Браслет Xiaomi Mi Band 3 черный;5;Все хорошо, ожидания оправданы;;
Браслет Xiaomi Mi Band 3 черный;5;Удобный, но иногда капризничает. Шаги считает, пульс измеряет, фазы сна определяет. Классный!;;
Браслет Xiaomi Mi Band 3 черный;5;Просто супер. Все устраивает. Теперь я знаю, сколько я хожу в день);;
Браслет Xiaomi Mi Band 3 черный;5;Фитнес-браслет отличный, то, что мне требовалось, в нем есть. За неделю использования пока все четко. Шаги считает по факту, при движении на авто не считает. Посмотрим, как покажет себя дальше.;;Хочу отметить удобную работу банка - все четко, понятно, быстро. Большое спасибо поставщику и транспортной компании за доставку. Доставка была поставлена на 3 мая, 2 мая товар уже получила. 
Браслет Xiaomi Mi Band 3 черный;5;;Уведомление по смс не приходит на браслет;Советую за такую цену
Браслет Xiaomi Mi Band 3 черный;5;Отличная вещь! Использую как "непропускатель звонков и смс", так как мой телефон очень тихий, постоянно ко мне не дозванивались! Незаменимая вещь, если в доме маленькие  дети. Поставил телефон на без звука, а браслет обо всем скажет. Шаги считает корректно. Пульс вообще супер точно! Еще одна функция прям замечательная - это контроль телефона рядом. Не нужно носить сумочку. Посмотрел на сигнал, если он есть, значит телефон с тобой. Ну а поиск телефона - это гениально. На ключи брелок если бы придумали такой, цены бы не было!;Ну, не то чтобы прям не понравилось, но заряда хватает на 7 дней. Конечно, намного лучше, чем наушник, который каждый день на зарядке, а телефон вообще 2 раза в день надо заряжать!;Классно, что придумали разноцветные ремешки. Купила сразу 8 разных цветов. Так сказать, на лето под разные футболки)
Браслет Xiaomi Mi Band 3 черный;5;Отлично. Пользовался mi band 2 до 3-х. Все отлично работает, но после старых меню непривычное, через пару дней привыкаешь, функций больше, и на руке сидит отлично. В общем, 5 и 5.;;
Браслет Xiaomi Mi Band 3 черный;5;Отличные часы, водонепроницаемые, удобные, хорошо держат заряд. За свои деньги функционал потрясающий. Считает фазы сна, пульс, измеряет шаги. Мне очень понравились.;;
Браслет Xiaomi Mi Band 3 черный;5;Отлично работает, все понравилось. Спасибо Kaspi;;
Браслет Xiaomi Mi Band 3 черный;5;;;Отличный фитнес-браслет, функции оправдали ожидания
Браслет Xiaomi Mi Band 3 черный;5;;;Отличные часики, все соответствует описанию
Браслет Xiaomi Mi Band 3 черный;3;Очень удобный;Было бы еще несколько ремешков, было бы круто;
Браслет Xiaomi Mi Band 3 черный;5;;;Супер вообще
Браслет Xiaomi Mi Band 3 черный;5;Брала сыну, он очень доволен. Ему нравится все!;;Хороший товар.
Браслет Xiaomi Mi Band 3 черный;5;Браслет очень удобный, отлично работает;;
Браслет Xiaomi Mi Band 3 черный;5;;Гарантия всего две недели. Но все же, надеюсь, что ею в ближайший год не будет необходимости воспользоваться;Купил сначала дочке, а потом жене. Заказ оформил примерно в 10:30, а получил товар уже в обед. И так оба раза. Супер! Магазин iTell настоятельно рекомендую.
Браслет Xiaomi Mi Band 3 черный;4;Все работает замечательно! Батарея держит заряд хорошо.;Перед сном начал снимать браслет, потому что в последнее время начал испытывать дискомфорт, не мог понять, из-за чего не мог крепко заснуть и ворочался всю ночь. Попробовал снять браслет, и заснул, как младенец.;Неплохой гаджет для повседневного использования.
Браслет Xiaomi Mi Band 3 черный;5;;;Очень понравилось, купил две штуки, очень даже рад
Браслет Xiaomi Mi Band 3 черный;5;Очень понравился. Прост в использовании. Заряд держит очень долго. Всем рекомендую;;
Браслет Xiaomi Mi Band 3 черный;5;Отлично! Часы время показывают, и прикольно считать свою активность, шагомер работает, не сказать, что точно, но почти! Всем советую!;;
Браслет Xiaomi Mi Band 3 черный;5;Всё устроило, нужная вещь, удобно, особенно когда телефон на зарядке, почти вся информация на руке, и погода в том числе.;Экран пластиковый можно легко поцарапать. Лучше сразу пленку наклеить!;
Браслет Xiaomi Mi Band 3 черный;5;;;Всё, как я и ожидала. Классный фитнес-браслет
Браслет Xiaomi Mi Band 3 черный;5;Отличные часы-браслет с влагостойкостью.;Бывает, счетчик пульса скачет сильно, либо не выдает вообще. Спать с браслетом для подсчета сна крайне неудобно.;Очень хороший товар за свои деньги. Сойдет для развлечения и для использования как индикатор времени.
Браслет Xiaomi Mi Band 3 черный;4;;Вроде бы настроила, открыла доступ к данным к контактам в телефоне, но высвечивается номер без имени.;Проверим, посмотрим еще.
Браслет Xiaomi Mi Band 3 черный;5;Хороший, качественный браслет. Верно измеряет пульс, шаги. Очень удобный анализатор сна, в приложении все данные синхронизируются верно. Заряда хватает на неделю;;
Браслет Xiaomi Mi Band 3 черный;5;Покупал дочери, очень понравились. Все прекрасно работает, качество на все 100%. Спасибо Каспи Магазину за предоставленную возможность;;
Браслет Xiaomi Mi Band 3 черный;5;Есть все необходимые функции - шагомер, пульсометр, вывод на табло звонков и сообщений, будильник, режим тренировки и т.д. Батарея держится больше недели;;
Браслет Xiaomi Mi Band 3 черный;5;Спасибо, классный браслет, очень понравился. Заряда батареи хватает на 3-4 дня;;
Браслет Xiaomi Mi Band 3 черный;5;Удобно, давно хотел наручные часы. Но это не просто часы.);;
Браслет Xiaomi Mi Band 3 черный;5;;;Хороший гаджет за свою сумму.
Браслет Xiaomi Mi Band 3 черный;5;Всё просто супер;;Если было бы управление музыкой, то вообще было бы прекрасно)
Браслет Xiaomi Mi Band 3 черный;5;Отличное соотношение цены, качества и функциональности.;;
Браслет Xiaomi Mi Band 3 черный;4;;;Хороший гаджет за эти деньги
Браслет Xiaomi Mi Band 3 черный;5;Удобный браслет, все устраивает, наконец-то пульсометр работает в режиме live. Режим сна более аккуратно отслеживает, и погода на три дня - это удобно. Xiaomi молодцы;;
Браслет Xiaomi Mi Band 3 черный;5;;;Очень довольна. Товар такой, какой и хотела. Пока что не заметила минусов. Супер.
Браслет Xiaomi Mi Band 3 черный;5;Часы очень понравились, стильно смотрятся, и очень удобные. Очень понравилось обслуживание, добрые и понимающие люди. Написала отзыв не сразу, так как хотела посмотреть, будут ли минусы, но вроде все хорошо, даже, можно сказать, отлично;;
Браслет Xiaomi Mi Band 3 черный;5;;;Отличный фитнес-трекер.
Браслет Xiaomi Mi Band 3 черный;5;Нравится, что водонепроницаемый. Небольшой, лёгкий, ко всему подходит;;
Браслет Xiaomi Mi Band 3 черный;5;Очень удобно! Батареи хватает надолго. ;;
Браслет Xiaomi Mi Band 3 черный;5;Мне понравились часики, пользуюсь ими 5 дней и пока каких-либо нареканий нет. Доставка была своевременная. Рекомендую!;;
Браслет Xiaomi Mi Band 3 черный;5;Товар соответствует всем параметрам. Спасибо Kaspi.kz.;;
Браслет Xiaomi Mi Band 3 черный;5;Хороший.;;
Браслет Xiaomi Mi Band 3 черный;5;Удобно, что можно просматривать сообщения, whatsapp.;Не хватало инструкции на русском языке.;За такую цену, отличный товар. Технодом молодцы!
Браслет Xiaomi Mi Band 3 черный;5;Все отлично, мне понравился.;;
Браслет Xiaomi Mi Band 3 черный;4;;;Сызаттары тез түседі. Сол үшін алған кезде бірден қабықша жабыстырып алыңыздар. Былай өз бағасына тұрады, жақсы сағат)
Браслет Xiaomi Mi Band 3 черный;5;Браслет качественный, мне понравился, очень удобный.;;
Браслет Xiaomi Mi Band 3 черный;5;Очень удобный браслет, можно даже спать с ним. Возможность узнавать погоду, читать входящие сообщения.;;
Браслет Xiaomi Mi Band 3 черный;5;В остальном, хороший браслет.;Когда машешь рукой, считает как шаги.;
Браслет Xiaomi Mi Band 3 черный;5;До этого брала AmazinFit Beep, они неправильно показывали пульс во время кардио. Вернула и взяла Xiaomi Mi Band 3, как у тренера. Он показывает все верно, проверяли вручную. Отлично держит заряд. Заряжать батарею, вытаскивая из браслета, не проблема.;;
Браслет Xiaomi Mi Band 3 черный;5;Очень понравился.;;
Браслет Xiaomi Mi Band 3 черный;5;Самый оптимальный фитнес браслет отличного качества за вменяемую цену. Сразу раза 4 обновился, появились новые функции и русский язык.;;
Браслет Xiaomi Mi Band 3 черный;5;Браслет оправдал ожидания, перед покупкой изучил все характеристики, почитал отзывы. ;;
Браслет Xiaomi Mi Band 3 черный;5;Покупала дочери 12 лет. Доступная цена, маленькие и удобные, ничего лишнего.;Мелкий шрифт, для пожилых людей не подойдёт.;
Браслет Xiaomi Mi Band 3 черный;5;Отличная цена, хороший товар, быстрая доставка!;;
Браслет Xiaomi Mi Band 3 черный;5;Неплохой фитнес браслет, показывает все, что нужно. Водонепроницаемый, заряда хватает на 8-9 дней.;Не для профессионального спортсмена.;
Браслет Xiaomi Mi Band 3 черный;5;Очень удобный, лёгкий, не ощущаешь на руке. Заряжается быстро, понятный интерфейс, настраивается легко. Покупкой довольна.;;
Браслет Xiaomi Mi Band 3 черный;4;;;Ожидал чуть большего.
Браслет Xiaomi Mi Band 3 черный;5;;;Очень хороший, понравилось
Браслет Xiaomi Mi Band 3 черный;5;Мне очень понравился фитнес-браслет, качество супер, оправдал ожидания;;
Браслет Xiaomi Mi Band 3 черный;5;Очень классный браслет. Функциональный;;
Браслет Xiaomi Mi Band 3 черный;5;Отличные часы. Все супер. Удобные.;Претензий нет.;Классные!
Браслет Xiaomi Mi Band 3 черный;5;Очень классная штука, советую всем, этот браслет стоит своих денег!);;
Браслет Xiaomi Mi Band 3 черный;5;Часы очень удобные, прочные, как я и ожидала;-;
Браслет Xiaomi Mi Band 3 черный;5;;;Очень понравилось, круто!
Браслет Xiaomi Mi Band 3 черный;5;Удобно. Считает все шаги, калории;;Я бы хотела белый цвет
Браслет Xiaomi Mi Band 3 черный;4;Удобный фитнес-браслет. За 5 дней использования заряд батареи упал только до 72%.;;
Браслет Xiaomi Mi Band 3 черный;5;Классный фитнес-браслет, дочке очень нравятся все функции и дизайн.;;Покупала дочке на день рождения. Сотрудники магазина Алсер очень быстро обслужили.) 
